DOI,Journal,Year,Title,First Author,Abstract,Language,Open Access,Document Type,Keywords
10.1093/clinchem/hvac044,CLINICAL CHEMISTRY,2022,Ad Hoc Antimicrobial Susceptibility Testing from MALDI-TOF MS Spectra in the Clinical Microbiology Laboratory,"Humphries, RM",,English,Bronze,Editorial Material,"MALDI-TOF; antimicrobial resistance; antimicrobial susceptibility
   testing; machine learning"
10.1021/jasms.3c00166,JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY,2023,Improved Screening of Monoclonal Gammopathy Patients by MALDI-TOF Mass Spectrometry,"Pecinka, L","Monoclonal gammopathies are a group of blood diseases characterized by presence of abnormal immunoglobulins in peripheral blood and/or urine of patients. Multiple myeloma and plasma cell leukemia are monoclonal gammopathies with unclear etiology, caused by malignant transformation of bone marrow plasma cells. Mass spectrometry with matrix-assisted laser desorption/ionization and time-of-flight detection is commonly used for investigation of the peptidome and small proteome of blood plasma with high accuracy, robustness, and cost-effectivity. In addition, mass spectrometry coupled with advanced statistics can be used for molecular profiling, classification, and diagnosis of liquid biopsies and tissue specimens in various malignancies. Despite the fact there have been fully optimized protocols for mass spectrometry of normal blood plasma available for decades, in monoclonal gammopathy patients, the massive alterations of biophysical and biochemical parameters of peripheral blood plasma often limit the mass spectrometry measurements. In this paper, we present a new two-step extraction protocol and demonstrated the enhanced resolution and intensity (>50x) of mass spectra obtained from extracts of peripheral blood plasma from monoclonal gammopathy patients. When coupled with advanced statistics and machine learning, the mass spectra profiles enabled the direct identification, classification, and discrimination of multiple myeloma and plasma cell leukemia patients with high accuracy and precision. A model based on PLS-DA achieved the best performance with 71.5% accuracy (95% confidence interval, CI = 57.1-83.3%) when the 10x repeated 5-fold CV was performed. In summary, the two-step extraction protocol improved the analysis of monoclonal gammopathy peripheral blood plasma samples by mass spectrometry and provided a tool for addressing the complex molecular etiology of monoclonal gammopathies.",English,"Green Published, hybrid",Article,"MALDI-TOF mass spectrometry; multiple myeloma; plasma cell leukemia;
   monoclonal gammopathy; principalcomponent analysis; machine learning;
   partial least-squares-discriminantanalysis; molecular profiling;
   fingerprinting"
10.1002/mds.25189,MOVEMENT DISORDERS,2012,Applying bioinformatics to proteomics: Is machine learning the answer to biomarker discovery for PD and MSA?,"Mattison, HA","Bioinformatics tools are increasingly being applied to proteomic data to facilitate the identification of biomarkers and classification of patients. In the June, 2012 issue, Ishigami et al. used principal component analysis (PCA) to extract features and support vector machine (SVM) to differentiate and classify cerebrospinal fluid (CSF) samples from two small cohorts of patients diagnosed with either Parkinson's disease (PD) or multiple system atrophy (MSA) based on differences in the patterns of peaks generated with matrix-assisted desorption/ionization time-of-flight mass spectrometry (MALDI-TOF MS). PCA accurately segregated patients with PD and MSA from controls when the cohorts were combined, but did not perform well when segregating PD from MSA. On the other hand, SVM, a machine learning classification model, correctly classified the samples from patients with early PD or MSA, and the peak at m/z 6250 was identified as a strong contributor to the ability of SVM to distinguish the proteomic profiles of either cohort when trained on one cohort. This study, while preliminary, provides promising results for the application of bioinformatics tools to proteomic data, an approach that may eventually facilitate the ability of clinicians to differentiate and diagnose closely related parkinsonian disorders. (C) 2012 Movement Disorder Society",English,,Article,"Parkinson's disease; atypical parkinsonioan disorders (APD); multiple
   system atrophy (MSA); mass spectrometry; proteomics; bioinformatics"
10.1136/jclinpath-2017-204335,JOURNAL OF CLINICAL PATHOLOGY,2017,Rapid detection of <i>cfiA</i> metallo-β-lactamase-producing <i>Bacteroides fragilis</i> by the combination of MALDI-TOF MS and CarbaNP,"Ho, PL","Aims Carbapenem resistance in Bacteroides fragilis is emerging and is mainly attributed to insertion sequence (IS)-mediated activation of the carbapenemase gene cfiA. We investigated the use of matrix-assisted laser desorption ionisation time-of-flight mass spectrometry (MALDI-TOF MS) and the CarbaNP assay for the rapid identification of these strains. Methods This study used the Bruker MALDI Biotype system and the mass spectra models generated by 20 B. fragilis reference strains (10 cfiA-positive and 10 cfiA-negative) in the ClinProTools software to identify 404 B. fragilis (71 cfiA-positive and 333 cfiA-negative) clinical isolates. The ability of the CarbaNP assay to detect IS-mediated activation of the cfiA gene was assessed and the results obtained by molecular analysis were used as reference methods. Results The support vector machine model generated by ClinProTools was found to be the most reliable algorithm for differentiation of cfiA-positive and cfiA-negative B. fragilis subgroups. Using the direct transfer method, all but one cfiA-negative isolates were correctly identified to the two subgroups by the model. The correct identification of the cfiA-negative isolate was obtained upon retesting by the extraction method. Of the 81 cfiA-positive isolates, PCR and sequencing showed that 30 had an IS element providing the promoter for activation of cfiA. With regard to the presence of the IS element, the CarbaNP test in the cfiA upstream region had 100% sensitivity, 80.4% specificity, 75.0% positive predictive value and 100% negative predictive value. Conclusions The combination of MALDI-TOF MS and the CarbaNP assay can be applied in diagnostic clinical laboratory for rapid identification of B. fragilis with IS element-activated cfiA gene.",English,,Article,
10.1016/j.foodcont.2020.107188,FOOD CONTROL,2020,MALDI-TOF mass spectrometry typing for predominant serovars of non-typhoidal <i>Salmonella</i> in a Thai broiler industry,"Mangmee, S","Rapid and reliable detection of non-typhoidal Salmonella (NTS) is essential for effective monitoring and controlling in broiler industries. Matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF MS) has been reported as a sensitive and accurate method for microbial investigations at genus and species level while subspecies level is still obscure. Here, we developed a MALDI-TOF MS-based method to improve the simultaneous identification of species, subspecies, and serovars of NTS isolated from broiler samples in a Thai slaughtering and processing factory. Whole-cell peptide patterns from 142 NTS isolates were integrated with the commercial database for species and subspecies identification based on weighted pattern (subtyping MSP) matching. Serovar-specific peaks were searched and determined using the machine-learning analysis. The classification tree was created for detection of the five predominant NTS serovars (i.e., Albany, Agona, Typhimurium/I 4,[5],12:i:-, Altona, and Enteritidis). One hundred and forty-five NTS isolates were evaluated and yielded all accurate identification at species and subspecies level corresponding to conventional methods. Besides, the serovar classification was achieved with 99.3% accuracy when compared with serotyping. This method would be useful for large scale screening of NTS serovars in food industries where cost-effectiveness, rapid and highly accurate methods are required.",English,hybrid,Article,"Matrix-assisted laser desorption/ionization time-of-flight; Food safety;
   Poultry industry; Salmonella serotyping; Biomarker"
10.1093/jaoacint/qsad060,JOURNAL OF AOAC INTERNATIONAL,2023,Identification of Radix Bupleuri From Different Geographic Origins Using Matrix-Assisted Laser Desorption/Ionization Time-of-Flight Mass Spectrometry and Support Vector Machine Algorithm,"Zhang, ZY","Background The geographic origin of Radix bupleuri is an important factor affecting its efficacy, which needs to be effectively identified. Objective The goal is to enrich and develop the intelligent recognition technology applicable to the identification of the origin of traditional Chinese medicine. Method This article establishes an identification method of Radix bupleuri geographic origin based on matrix-assisted laser desorption/ionization time-of-flight mass spectrometry (MALDI-TOF MS) and support vector machine (SVM) algorithm. The Euclidean distance method is used to measure the similarity between Radix bupleuri samples, and the quality control chart method is applied to quantitatively describe their quality fluctuation. Results It is found that the samples from the same origin are relatively similar and mainly fluctuate within the control limit, but the fluctuation range is large, and it is impossible to distinguish the samples from different origins. The SVM algorithm can effectively eliminate the impact of intensity fluctuations and huge data dimensions by combining the normalization of MALDI-TOF MS data and the dimensionality reduction of principal components, and finally achieve efficient identification of the origin of Radix bupleuri, with an average recognition rate of 98.5%. Conclusions This newly established approach for identification of the geographic origin of Radix bupleuri has been realized, and it has the advantages of objectivity and intelligence, which can be used as a reference for other medical and food-related research.",English,,Article,
10.1186/1477-5956-7-34,PROTEOME SCIENCE,2009,Prediction of outcome of non-small cell lung cancer patients treated with chemotherapy and bortezomib by time-course MALDI-TOF-MS serum peptide profiling,"Voortman, J","Background: Only a minority of patients with advanced non-small cell lung cancer (NSCLC) benefit from chemotherapy. Serum peptide profiling of NSCLC patients was performed to investigate patterns associated with treatment outcome. Using magnetic bead-assisted serum peptide capture coupled to matrix-assisted laser desorption/ ionization time-of-flight mass spectrometry (MALDI-TOF-MS), serum peptide mass profiles of 27 NSCLC patients treated with cisplatin-gemcitabine chemotherapy and bortezomib were obtained. Support vector machine-based algorithms to predict clinical outcome were established based on differential pre-treatment peptide profiles and dynamic changes in peptide abundance during treatment. Results: A 6-peptide ion signature distinguished with 82% accuracy, sensitivity and specificity patients with a relatively short vs. long progression-free survival (PFS) upon treatment. Prediction of long PFS was associated with longer overall survival. Inclusion of 7 peptide ions showing differential changes in abundance during treatment led to a 13-peptide ion signature with 86% accuracy at 100% sensitivity and 73% specificity. A 5-peptide ion signature could separate patients with a partial response vs. non-responders with 89% accuracy at 100% sensitivity and 83% specificity. Differential peptide profiles were also found when comparing the NSCLC serum profiles to those from cancer-free control subjects. Conclusion: This study shows that serum peptidome profiling using MALDI-TOF-MS coupled to pattern diagnostics may aid in prediction of treatment outcome of advanced NSCLC patients treated with chemotherapy.",English,"Green Published, gold",Article,
10.1093/bioinformatics/btn316,BIOINFORMATICS,2008,Biomarker selection and sample prediction for multi-category disease on MALDI-TOF data,"Oh, JH","Motivation: Diseases normally progress through several stages. Therefore, biomarkers corresponding to each stage may exist. To deal with such a multi-category problem, including sample stage prediction and biomarker selection, we propose methods for classification and feature selection. The proposed classification method is based on two schemes: error-correcting output coding (ECOC) and pairwise coupling (PWC). The final decision for a test sample prediction is an integration of these two schemes. The biomarker pattern for distinguishing each disease category from another one is achieved by the development of an extended Markov blanket (EMB) feature selection method. Results: In this study, a liver cancer matrix-assisted laser desorption/ionization time-of-flight (MALDI-TOF) mass spectrometry (MS) dataset was used, which comprises hepatocellular carcinoma (HCC), cirrhosis, and healthy spectra. Peak patterns were discovered for distinguishing pairwise categories among the three classes. Importance and reliability of individual peaks were presented by the measurements of certain weight values and frequencies. The classification capability of the proposed approach was compared with classical ECOC, random forest, Naive Bayes, and J48 methods.",English,Bronze,Article; Proceedings Paper,
10.1016/j.cmi.2015.10.009,CLINICAL MICROBIOLOGY AND INFECTION,2016,Automated categorization of methicillin-resistant <i>Staphylococcus aureus</i> clinical isolates into different clonal complexes by MALDI-TOF mass spectrometry,"Camoez, M","Early identification of methicillin-resistant Staphylococcus aureus (MRSA) dominant clones involved in infection and initiation of adequate infection control measures are essential to limit MRSA spread and understand MRSA population dynamics. In this study we evaluated the use of matrix-assisted laser desorption ionization time-of-flight mass spectrometry (MALDI-TOF/MS) for the automated discrimination of the major MRSA lineages (clonal complexes, CC) identified in our hospital during a 20-year period (1990-2009). A collection of 82 well-characterized MRSA isolates belonging to the four main CCs (CC5, CC8, CC22 and CC398) was split into a reference set (n = 36) and a validation set (n = 46) to generate pattern recognition models using the CLINPROTOOLS software for the identification of MALDI-TOF/MS biomarker peaks. The supervised neural network (SNN) model showed the best performance compared with two other models, with sensitivity and specificity values of 100% and 99.11%, respectively. Eleven peaks (m/z range: 3278-6592) with the highest separation power were identified and used to differentiate all four CCs. Validation of the SNN model using CLINPROTOOLS resulted in a positive predictive value (PPV) of 99.6%. The specific contribution of each peak to the model was used to generate subtyping reference signatures for automated subtyping using the BIOTYPER software, which successfully classified MRSA isolates into their corresponding CCs with a PPV of 98.9%. In conclusion, we find this novel automated MALDI-TOF/MS approach to be a promising, powerful and reliable tool for S. aureus typing. (C) 2015 European Society of Clinical Microbiology and Infectious Diseases. Published by Elsevier Ltd. All rights reserved.",English,Bronze,Article,"Clonal lineages; epidemiology; matrix-assisted laser desorption
   ionization time-of-flight mass spectrometry; methicillin-resistant
   Staphylococcus aureus; typing"
10.1016/j.diagmicrobio.2016.12.007,DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE,2017,Rapid detection of high-risk Enterococcus faecium clones by matrix-assisted laser desorption ionization time-of-flight mass spectrometry,"Freitas, AR","We aimed to explore the potential of matrix assisted laser desorption ionization time-of-flight mass spectrometry (MALDI-TOF MS) for early identification of dominant Enterococcus faecium (Efm) clones involved in human infections. Well-characterized Efm isolates (n = 77), analyzed by pulsed-field gel electrophoresis and multilocus sequence typing(eBURST and BAPS [Bayesian analysis of population structure! algorithms), and belonging to different hospital (n = 53) and community (n = 24) phylogenomic groups, were tested. Mass spectra (Bruker) were analyzed by visual inspection and different chemometric tools. Discrimination between groups comprising isolates commonly found in hospitals (BAPS 2.1a, 3.3a1, 3.3a2) and community (BAPS 2.1b and 3.2) was achieved with >99% accuracy, while identification of sequence types belonging to different BAPS subgroups was associated with >95% correct predictions. Our work is a proof of concept with regard to the suitability of MALDI-TOF MS in the identification of high-risk Efm clones. Further studies including strains from a wider variety of clones and sources will strengthen the potential of the workflow here described. (C) 2016 Elsevier Inc. All rights reserved.",English,,Article,MALDI-TOF MS; VRE; Typing; MIST; High-risk clones; Chemometrics
10.1074/mcp.M700339-MCP200,MOLECULAR & CELLULAR PROTEOMICS,2008,Highly efficient classification and identification of human pathogenic bacteria by MALDI-TOF MS,"Hsieh, SY","Accurate and rapid identification of pathogenic microorganisms is of critical importance in disease treatment and public health. Conventional work flows are time-consuming, and procedures are multifaceted. MS can be an alternative but is limited by low efficiency for amino acid sequencing as well as low reproducibility for spectrum fingerprinting. We systematically analyzed the feasibility of applying MS for rapid and accurate bacterial identification. Directly applying bacterial colonies without further protein extraction to MALDI-TOF MS analysis revealed rich peak contents and high reproducibility. The MS spectra derived from 57 isolates comprising six human pathogenic bacterial species were analyzed using both unsupervised hierarchical clustering and supervised model construction via the Genetic Algorithm. Hierarchical clustering analysis categorized the spectra into six groups precisely corresponding to the six bacterial species. Precise classification was also maintained in an independently prepared set of bacteria even when the numbers of m/z values were reduced to six. In parallel, classification models were constructed via Genetic Algorithm analysis. A model containing 18 m/z values accurately classified independently prepared bacteria and identified those species originally not used for model construction. Moreover bacteria fewer than 10(4) cells and different species in bacterial mixtures were identified using the classification model approach. In conclusion, the application of MALDI-TOF MS in combination with a suitable model construction provides a highly accurate method for bacterial classification and identification. The approach can identify bacteria with low abundance even in mixed flora, suggesting that a rapid and accurate bacterial identification using MS techniques even before culture can be attained in the near future.",English,,Article,
10.1371/journal.pone.0156707,PLOS ONE,2016,A Study of the Variation in the Salivary Peptide Profiles of Young Healthy Adults Acquired Using MALDI-TOF MS,"Prodan, A","A cross-sectional observational study was conducted to evaluate the inter-individual variation in the MALDI-TOF MS peptide profiles of unstimulated whole saliva in a population of 268 systemically healthy adults aged 18-30 yr (150 males and 118 females) with no apparent caries lesions or periodontal disease. Using Spectral Clustering, four subgroups of individuals were identified within the study population. These subgroups were delimited by the pattern of variation in 9 peaks detected in the 2-15 kDa m/z range. An Unsupervised Feature Selection algorithm showed that P-C peptide, a 44 residue-long salivary acidic proline-rich protein, and three of its fragments (Fr. 1-25, Fr. 15-35 and Fr. 15-44) play a central role in delimiting the subgroups. Significant differences were found in the salivary biochemistry of the subgroups with regard to lysozyme and chitinase, two enzymes that are part of the salivary innate defense system (p < 0.001). These results suggest that MALDI-TOF MS salivary peptide profiles may relate information on the underlying state of the oral ecosystem and may provide a useful reference for salivary disease biomarker discovery studies.",English,"Green Published, gold, Green Submitted",Article,
10.1128/JCM.01900-17,JOURNAL OF CLINICAL MICROBIOLOGY,2018,Improved Discrimination of <i>Bacillus anthracis</i> from Closely Related Species in the <i>Bacillus cereus Sensu Lato</i> Group Based on Matrix-Assisted Laser Desorption Ionization-Time of Flight Mass Spectrometry,"Pauker, VI","Discrimination of highly pathogenic bacteria, such as Bacillus anthracis, from closely related species based on molecular biological methods is challenging. We applied matrix-assisted laser desorption ionization-time of flight mass spectrometry (MALDI-TOF MS) to a collection of B. anthracis strains and close relatives in order to significantly improve the statistical confidence of identification results for this group of bacteria. Protein mass spectra of 189 verified and diverse Bacillus strains of the Bacillus cereus sensu lato group were generated using MALDI-TOF MS and subsequently analyzed with supervised and unsupervised statistical methods, such as shrinkage discriminant analysis (SDA) and principal-component analysis (PCA). We aimed at identifying specific biomarkers in the protein spectra of B. anthracis not present in closely related Bacillus species. We could identify 7, 10, 18, and 14 B. anthracis-specific biomarker candidates that were absent in B. cereus, B. mycoides, B. thuringiensis, and B. weihenstephanensis strains, respectively. Main spectra (MSP) of a defined collection of Bacillus strains were compiled using the Bruker Biotyper software and added to an in-house reference library. Reevaluation of this library with 15 hitherto untested strains of B. anthracis and B. cereus yielded improved score values. The B. anthracis strains were identified with score values between 2.33 and 2.55 using the in-house database, while the same strains were identified with scores between 1.94 and 2.37 using the commercial database, and no false-positive identifications occurred using the in-house database.",English,"Green Published, Bronze",Article,"Bacillus anthracis; Bacillus cereus; biotyping; MALDI-TOF; mass
   spectrometry"
10.1038/s41598-021-87300-0,SCIENTIFIC REPORTS,2021,Prediction of <i>Streptococcus uberis</i> clinical mastitis treatment success in dairy herds by means of mass spectrometry and machine-learning,"Maciel-Guerra, A","Streptococcus uberis is one of the leading pathogens causing mastitis worldwide. Identification of S. uberis strains that fail to respond to treatment with antibiotics is essential for better decision making and treatment selection. We demonstrate that the combination of supervised machine learning and matrix-assisted laser desorption ionization/time of flight (MALDI-TOF) mass spectrometry can discriminate strains of S. uberis causing clinical mastitis that are likely to be responsive or unresponsive to treatment. Diagnostics prediction systems trained on 90 individuals from 26 different farms achieved up to 86.2% and 71.5% in terms of accuracy and Cohen's kappa. The performance was further increased by adding metadata (parity, somatic cell count of previous lactation and count of positive mastitis cases) to encoded MALDI-TOF spectra, which increased accuracy and Cohen's kappa to 92.2% and 84.1% respectively. A computational framework integrating protein-protein networks and structural protein information to the machine learning results unveiled the molecular determinants underlying the responsive and unresponsive phenotypes.",English,"gold, Green Published, Green Accepted",Article,
10.1111/1469-0691.12113,CLINICAL MICROBIOLOGY AND INFECTION,2013,Discrimination between <i>Streptococcus pneumoniae</i> and <i>Streptococcus mitis</i> based on sorting of their MALDI mass spectra,"Ikryannikova, LN","Accurate species-level identification of alpha-hemolytic (viridans) streptococci (VGS) is very important for understanding their pathogenicity and virulence. However, an extremely high level of similarity between VGS within the mitis group (S.pneumoniae, S.mitis, S.oralis and S.pseudopneumoniae) often results in misidentification of these organisms. Earlier, matrix-assisted laser desorption ionization-time of flight mass spectrometry (MALDI-TOF MS) has been suggested as a tool for the rapid identification of S.pneumoniae. However, by using Biotyper 3.0 (Bruker) or Vitek MS (bioMerieux) databases, Streptococcus mitis/oralis species can be erroneously identified as S.pneumoniae. ClinProTools 2.1 software was used for the discrimination of MALDI-TOF mass spectra of 25 S.pneumoniae isolates, 34 S.mitis and three S.oralis. Phenotypical tests and multilocus gene typing schemes for the S.pneumoniae (http://spneumoniae.mlst.net/) and viridans streptococci (http://viridans.emlsa.net/) were used for the identification of isolates included in the study. The classifying model was generated based on different algorithms (Genetic Algorithm, Supervised Neural Network and QuickClassifier). In all cases, values of sensitivity and specificity were found to be equal or close to 100%, allowing discrimination of mass spectra of different species. Three peaks (6949, 9876 and 9975m/z) were determined conferring the maximal statistical weight onto each model built. We find this approach to be promising for viridans streptococci discrimination.",English,Bronze,Article,"Discrimination; MALDI-TOF mass spectrometry; S; mitis; S; pneumoniae;
   VGS; viridans group streptococci"
10.1016/j.prevetmed.2017.05.015,PREVENTIVE VETERINARY MEDICINE,2017,Prediction of Streptococcus uberis clinical mastitis risk using Matrix-assisted laser desorption ionization time of flight mass spectrometry (MALDI-TOF MS) in dairy herds,"Archer, SC","The purpose of this study was to evaluate whether the risk of Streptococcus uberis clinical mastitis at cow level could be predicted from the historical presence of specific strains of S. uberis on dairy farms. Matrix assisted laser desorption ionization time of flight mass spectrometry was used to identify S. uberis isolates potentially capable of contagious transmission. Data were available from 10,652 cows from 52 English and Welsh dairy farms over a 14 month period, and 521 isolates of S. uberis from clinical mastitis cases were available for analysis. As well as the temporal herd history of clinical mastitis associated with particular S. uberis strains, other exposure variables included cow parity, stage of lactation, milk yield, and somatic cell count. Observations were structured longitudinally as repeated weekly measures through the study period for each cow. Data were analyzed in a Bayesian framework using multilevel logistic regression models. Similarity of mass spectral profiles between isolates of S. uberis from consecutive clinical cases of mastitis in herds was used to indicate potential for contagious phenotypic characteristics. Cross validation showed that new isolates with these characteristics could be identified with an accuracy of 90% based on bacterial protein mass spectral characteristics alone. The cow-level risk in any week of these S. uberis clinical mastitis cases increased with the presence of the same specific strains of S. uberis in other cows in the herd during the previous 2 weeks. The final statistical model indicated there would be a 2-3 fold increase in the risk of S. uberis clinical mastitis associated with particular strains if these occurred in the herd 1 and 2 weeks previously. The results suggest that specific strains of S. uberis may be involved with contagious transmission, and predictions based on their occurrence could be used as an early warning surveillance system to enhance the control of S. uberis mastitis. (C) 2017 The Authors. Published by Elsevier B.V.",English,"hybrid, Green Published",Article,"Prediction; Contagious mastitis; Streptococcus uberis; Molecular
   epidemiology; MALDI-TOF MS"
10.1080/14789450.2018.1499469,EXPERT REVIEW OF PROTEOMICS,2018,Use of MALDI-TOF mass spectrometry in the battle against bacterial infectious diseases: recent achievements and future perspectives,"Psaroulaki, A",,English,Bronze,Editorial Material,"MALDI-TOF/MS; microbial identification; antibiotic resistance; machine
   learning; biomarkers"
10.1021/jf5018324,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,2014,"Analysis of Different European Hazelnut (<i>Corylus</i> <i>avellana</i> L.) Cultivars: Authentication, Phenotypic Features, and Phenolic Profiles","Ciarmiello, LF","Hazelnuts exhibit functional properties due to their content in fatty acids and phenolic compounds that could positively affect human health. The food industry requires precise traits for morphological, chemical, and physical kernel features so that some cultivars could be more suitable for specific industrial processing. In this study, agronomical and morphological features of 29 hazelnut cultivars were evaluated and a detailed structural characterization of kernel polyphenols was performed, confirming the presence of protocatechuic acid, flavan-3-ols such as catechin, procyanidin B2, six procyanidin oligomers, flavonols, and one dihydrochalcone in all the analyzed cultivars. In addition, an innovative methodology based on the MALDI-TOF mass spectrometric analysis of peptide/protein components extracted from kernels was developed for the authentication of the most valuable cultivars. The proposed method is rapid, simple, and reliable and holds the potential to be applied in quality control processes. These results could be useful in hazelnut cultivar evaluation and choice for growers, breeders, and food industry.",English,,Article,"European hazelnut; bioagronomical characterization; polyphenols;
   MALDI-TOF-MS; cultivar authentication"
10.26508/lsa.202000946,LIFE SCIENCE ALLIANCE,2021,Prognostic accuracy of MALDI-TOF mass spectrometric analysis of plasma in COVID-19,"Lazari, LC","SARS-CoV-2 infection poses a global health crisis. In parallel with the ongoing world effort to identify therapeutic solutions, there is a critical need for improvement in the prognosis of COVID-19. Here, we report plasma proteome fingerprinting that predict high (hospitalized) and low-risk (outpatients) cases of COVID-19 identified by a platform that combines machine learning with matrix-assisted laser desorption ionization mass spectrometry analysis. Sample preparation, MS, and data analysis parameters were optimized to achieve an overall accuracy of 92%, sensitivity of 93%, and specificity of 92% in dataset without feature selection. We identified two distinct regions in the MALDI-TOF profile belonging to the same proteoforms. A combination of SDS-PAGE and quantitative bottom-up proteomic analysis allowed the identification of intact and truncated forms of serum amyloid A-1 and A-2 proteins, both already described as biomarkers for viral infections in the acute phase. Unbiased discrimination of high-and low-risk COVID-19 patients using a technology that is currently in clinical use may have a prompt application in the noninvasive prognosis of COVID-19. Further validation will consolidate its clinical utility.",English,"gold, Green Published, Green Submitted",Article,
10.1016/j.cclet.2024.109813,CHINESE CHEMICAL LETTERS,2024,Integration of resol/block-copolymer carbonization and machine learning: A convenient approach for precise monitoring of glycan-associated disorders,"Lin, YW","Ensuring the timely and precise monitoring of severe liver diseases is crucial for guiding effective therapies and significantly extending overall quality of life. However, this remains a worldwide challenge, given the high incidence rate and the presence of strong confounding clinical symptoms. Herein, we applied a convenient and high-yield method to prepare the magnetic mesoporous carbon (MMC-Fe), guided by a composite of resol and triblock copolymer. With the combination of MMC-Fe, high-throughput mass spectrometry, and a simple machine learning algorithm, we extracted N -glycan profiles from various serum samples, including healthy controls, liver cirrhosis, and liver cancer, and from which we screened specific N -glycans. Specifically, the selected N -glycans demonstrate exceptional performance with area under the curve (AUC) values ranging from 0.948 to 0.993 for the detection of liver diseases, including alpha fetoprotein (AFP)-negative liver cancer. Among them, five N -glycans holds potential in monitoring distinctions between liver cirrhosis and AFP-negative liver cancer (AUC values of 0.827-0.842). This study is expected to promote the glycan-based precise monitoring of diseases, not limited to liver disease.",English,,Article,"N -Glycan; Mesoporous carbon; MALDI-TOF MS; Machine learning model;
   Liver disease"
10.1021/acsomega.2c01864,ACS OMEGA,2022,Identification of Endogenous Peptides in Nasal Swab Transport Media used in MALDI-TOF-MS Based COVID-19 Screening,"Tsai, H","Mass spectrometry (MS) based diagnostic detection of 2019 novel coronavirus infectious disease (COVID-19) has been postulated to be a useful alternative to classical PCR based diagnostics. These MS based approaches have the potential to be both rapid and sensitive and can be done on-site without requiring a dedicated laboratory or depending on constrained supply chains (i.e., reagents and consumables). Matrix-assisted laser desorption ionization (MALDI)-time-of-flight (TOF) MS has a long and established history of microorganism detection and systemic disease assessment. Previously, we have shown that automated machine learning (ML) enhanced MALDI-TOF-MS screening of nasal swabs can be both sensitive and specific for COVID-19 detection. The underlying molecules responsible for this detection are generally unknown nor are they required for this automated ML platform to detect COVID-19. However, the identification of these molecules is important for understanding both the mechanism of detection and potentially the biology of the underlying infection. Here, we used nanoscale liquid chromatography tandem MS to identify endogenous peptides found in nasal swab saline transport media to identify peptides in the same the mass over charge (m/z) values observed by the MALDI-TOF-MS method. With our peptidomics workflow, we demonstrate that we can identify endogenous peptides and endogenous protease cut sites. Further, we show that SARS-CoV-2 viral peptides were not readily detected and are highly unlikely to be responsible for the accuracy of MALDI based SARS-CoV-2 diagnostics. Further analysis with more samples will be needed to validate our findings, but the methodology proves to be promising.",English,"gold, Green Published",Article,
